ad_text,industry,actual_ctr,impressions,factor_urgency,factor_social,factor_spec,factor_cta,factor_curiosity,factor_price
"The online course you've been waiting for. Join 50,000 happy customers. Start your free trial — no credit card, cancel anytime. The luxury standard. A smarter choice.",Education / e-Learning,0.009776,19013,0,2,0,3,0,0
"The family sedan you've been waiting for. 48-hour flash sale. The secret pros use. Get 40% off. Lowest price guaranteed. Start your free trial — no credit card, cancel anytime. For everyone.",Automotive,0.011585,164943,3,0,2,3,2,3
The designer watch you've been waiting for. Affordable for everyone. Only 24 hours left. Save $75 instantly and get free shipping over $50. A customer favorite. What nobody tells you about. Claim your discount.,Luxury Goods,0.014085,174947,2,1,3,2,2,2
"The designer watch you've been waiting for. The counterintuitive trick that doubled our results. Ends soon. Premium craftsmanship. #1 rated in its category, backed by 25,000 five-star reviews. Cut your bill by half. Start your free trial — no credit card, cancel anytime.",Luxury Goods,0.011277,163546,1,3,2,3,3,0
The online course you've been waiting for. 48-hour flash sale. Save $75 instantly and get free shipping over $50. Claim your discount. Premium craftsmanship. The secret pros use.,Education / e-Learning,0.01367,90967,3,0,3,2,2,0
"The insurance plan you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. Real savings inside. Affordable for everyone. While supplies last. A new product. Get started.",Insurance,0.006802,129197,1,3,1,1,0,2
"The designer watch you've been waiting for. Start your free trial — no credit card, cancel anytime. The counterintuitive trick that doubled our results. Save $75 instantly and get free shipping over $50. #1 rated in its category, backed by 25,000 five-star reviews. The luxury standard.",Luxury Goods,0.010301,104603,0,3,3,3,3,0
The coffee subscription you've been waiting for. Don't miss out. Save on your order. The secret pros use. Unbeatable price. Get started.,Food & Beverage,0.019645,36311,1,0,1,1,2,3
The family sedan you've been waiting for. Only 24 hours left. Lowest price guaranteed. What nobody tells you about. Try it today. Save on your order.,Automotive,0.009064,177007,2,0,1,1,2,3
"The online course you've been waiting for. Final hours. Grab yours now. Budget-friendly. #1 rated in its category, backed by 25,000 five-star reviews. The secret pros use. Real savings inside.",Education / e-Learning,0.020672,30761,2,3,1,2,2,2
"The wireless headphones you've been waiting for. Ends at midnight tonight. Quality you can trust. Try it today. #1 rated in its category, backed by 25,000 five-star reviews. You'll want to see this. Cut your bill by half.",Consumer Electronics,0.023766,108457,3,3,2,1,1,1
"The getaway package you've been waiting for. Start your free trial — no credit card, cancel anytime. You'll want to see this. Affordable for everyone. 48-hour flash sale. Save $75 instantly and get free shipping over $50. For everyone.",Travel & Hospitality,0.020639,38864,3,0,3,3,1,2
"The streaming plan you've been waiting for. Start your free trial — no credit card, cancel anytime. Real savings inside. Offer expires today — act now. For everyone. Affordable for everyone. What nobody tells you about.",Entertainment / Streaming,0.032101,61744,3,0,1,3,2,2
"The online course you've been waiting for. Quality you can trust. What nobody tells you about. Final hours. Save $75 instantly and get free shipping over $50. Join 50,000 happy customers. Try it today.",Education / e-Learning,0.015739,169710,2,2,3,1,2,1
"The unlimited data plan you've been waiting for. Trusted by 10,000+ buyers. Lowest price guaranteed. A new product. Final hours. Start your free trial — no credit card, cancel anytime. Great value.",Telecom,0.012215,104525,2,2,0,3,0,3
The software suite you've been waiting for. Loved by customers. Final hours. Try it today. Budget-friendly. Cut your bill by half. You'll want to see this.,SaaS / B2B,0.010633,190090,2,1,2,1,1,2
The downtown condo you've been waiting for. The secret pros use. Highly rated. While supplies last. Budget-friendly. Shop now. Real savings inside.,Real Estate,0.008234,98715,1,1,1,1,2,2
"The getaway package you've been waiting for. Affordable for everyone. While supplies last. Trusted by 10,000+ buyers. Save on your order. What nobody tells you about. Start your free trial.",Travel & Hospitality,0.016657,136337,1,2,1,2,2,2
"The skincare set you've been waiting for. Save $75 instantly and get free shipping over $50. Trusted by 10,000+ buyers. Offer expires today — act now. Grab yours now. Quality you can trust.",Beauty & Cosmetics,0.037161,26106,3,2,3,2,0,1
The garden kit you've been waiting for. Loved by customers. Shop now. What nobody tells you about. While supplies last. Great value. Affordable for everyone.,Home & Garden,0.01655,166620,1,1,0,1,2,2
The game pass you've been waiting for. Get started. Available now. The secret pros use. Great value. Premium craftsmanship.,Gaming,0.017688,62655,0,0,0,1,2,0
"The daily supplements you've been waiting for. Get started. Budget-friendly. #1 rated in its category, backed by 25,000 five-star reviews. Real savings inside. Ends at midnight tonight. The secret pros use.",Health & Wellness,0.02198,33811,3,3,1,1,2,2
"The streaming plan you've been waiting for. #1 rated in its category, backed by 25,000 five-star reviews. You'll want to see this. Only 24 hours left. Budget-friendly. Start your free trial — no credit card, cancel anytime. Cut your bill by half.",Entertainment / Streaming,0.034297,171270,2,3,2,3,1,2
"The designer watch you've been waiting for. Learn more. Save $75 instantly and get free shipping over $50. #1 rated in its category, backed by 25,000 five-star reviews. You'll want to see this. Quality you can trust.",Luxury Goods,0.010114,77042,0,3,3,0,1,1
"The game pass you've been waiting for. The luxury standard. Start your free trial — no credit card, cancel anytime. #1 rated in its category, backed by 25,000 five-star reviews. A new product. Save $75 instantly and get free shipping over $50.",Gaming,0.030311,116079,0,3,3,3,0,0
The family sedan you've been waiting for. 48-hour flash sale. Quality you can trust. Save $75 instantly and get free shipping over $50. Try it today. You'll want to see this.,Automotive,0.009194,51513,3,0,3,1,1,1
"The coffee subscription you've been waiting for. Save on your order. Claim your discount. Lowest price guaranteed. #1 rated in its category, backed by 25,000 five-star reviews. 48-hour flash sale. The secret pros use.",Food & Beverage,0.032219,126393,3,3,1,2,2,3
"The designer watch you've been waiting for. Start your free trial — no credit card, cancel anytime. Real savings inside. Premium craftsmanship. A customer favorite. Today only.",Luxury Goods,0.008636,139247,2,1,1,3,0,0
The insurance plan you've been waiting for. Here's why it works. Start your free trial. Real savings inside. Lowest price guaranteed. Ends at midnight tonight.,Insurance,0.007828,86066,3,0,1,2,1,3
"The insurance plan you've been waiting for. Start your free trial — no credit card, cancel anytime. The luxury standard. Here's why it works. Save $75 instantly and get free shipping over $50. Only 24 hours left. For everyone.",Insurance,0.006583,90512,2,0,3,3,1,0
"The grain-free pet food you've been waiting for. Join 50,000 happy customers. A new product. Real savings inside. Affordable for everyone. Available now. Start your free trial — no credit card, cancel anytime.",Pet Care,0.022321,54471,0,2,1,3,0,2
"The wireless headphones you've been waiting for. A smarter choice. The counterintuitive trick that doubled our results. Start your free trial — no credit card, cancel anytime. Premium craftsmanship. Last chance.",Consumer Electronics,0.018808,50514,2,0,0,3,3,0
"The game pass you've been waiting for. Budget-friendly. #1 rated in its category, backed by 25,000 five-star reviews. Ends at midnight tonight. A smarter choice. A new product. Start your free trial.",Gaming,0.03885,150406,3,3,0,2,0,2
"The credit card you've been waiting for. Start your free trial — no credit card, cancel anytime. Lowest price guaranteed. Save $75 instantly and get free shipping over $50. Don't miss out. A new product. Join 50,000 happy customers.",Finance / Fintech,0.017937,54618,1,2,3,3,0,3
The getaway package you've been waiting for. Save $75 instantly and get free shipping over $50. Budget-friendly. Start your free trial. What nobody tells you about. For everyone. While supplies last.,Travel & Hospitality,0.017819,154946,1,0,3,2,2,2
"The getaway package you've been waiting for. 48-hour flash sale. Save $75 instantly and get free shipping over $50. Quality you can trust. Try it today. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews.",Travel & Hospitality,0.020973,111939,3,3,3,1,3,1
"The garden kit you've been waiting for. Start your free trial. The counterintuitive trick that doubled our results. Today only. Quality you can trust. Save on your order. #1 rated in its category, backed by 25,000 five-star reviews.",Home & Garden,0.020799,45407,2,3,1,2,3,1
"The online course you've been waiting for. A new product. Available now. A smarter choice. #1 rated in its category, backed by 25,000 five-star reviews. Lowest price guaranteed.",Education / e-Learning,0.013681,30264,0,3,0,0,0,3
"The coffee subscription you've been waiting for. Quality you can trust. Don't miss out. Real savings inside. Get started. #1 rated in its category, backed by 25,000 five-star reviews. The counterintuitive trick that doubled our results.",Food & Beverage,0.021821,188906,1,3,1,1,3,1
"The wireless headphones you've been waiting for. Save $75 instantly and get free shipping over $50. Grab yours now. The counterintuitive trick that doubled our results. #1 rated in its category, backed by 25,000 five-star reviews. Lowest price guaranteed.",Consumer Electronics,0.024879,53525,0,3,3,2,3,3
"The sneakers you've been waiting for. Save on your order. Rated 4.8/5 by thousands. You'll want to see this. Shop the collection. Quality you can trust. Start your free trial — no credit card, cancel anytime.",E-commerce Fashion,0.024249,193013,0,2,1,3,1,1
"The daily supplements you've been waiting for. Ends soon. Quality you can trust. Trusted by 10,000+ buyers. Get 40% off. What nobody tells you about. Get started.",Health & Wellness,0.018037,59299,1,2,2,1,2,1
The skincare set you've been waiting for. Quality you can trust. Here's why it works. Shop the collection. Get 40% off. Start your free trial.,Beauty & Cosmetics,0.020477,30386,0,0,2,2,1,1
The monthly donation you've been waiting for. Premium craftsmanship. Final hours. Save $75 instantly and get free shipping over $50. Loved by customers. Start your free trial. The counterintuitive trick that doubled our results.,Nonprofit,0.014202,98174,2,1,3,2,3,0
"The downtown condo you've been waiting for. Start your free trial — no credit card, cancel anytime. Loved by customers. Save $75 instantly and get free shipping over $50. You'll want to see this. Quality you can trust. Ends soon.",Real Estate,0.0085,8774,1,1,3,3,1,1
"The wireless headphones you've been waiting for. Shop the collection. Get 40% off. Quality you can trust. Start your free trial — no credit card, cancel anytime. The counterintuitive trick that doubled our results.",Consumer Electronics,0.018393,151331,0,0,2,3,3,1
The skincare set you've been waiting for. Budget-friendly. 48-hour flash sale. Shop now. Cut your bill by half.,Beauty & Cosmetics,0.030516,176561,3,0,2,1,0,2
